S.No.,Articles,Result
11,"‘We do not want to be an elitist company’, Apple COO on concerns over iPhone pricesApple has already begun reducing the price of the iPhone for third-party distributors in China and may follow the same in India where the iPhone is considered very expensive.Apple does not want to be known as an elitist company any more owing to the high iPhones costs and wants to become a brand accessible to all, company COO Jeff Williams has said.Apple has already begun reducing the price of the iPhone for third-party distributors in China and may follow the same in India where the iPhone is considered very expensive.Delivering a speech at Elon University in North Carolina, Williams said he is “aware of iPhone, Mac price concerns”.“It’s something we’re very aware of. We do not want to be an elitist company. That’s not -- we want to be an egalitarian company and we’ve got a lot of work going on in developing markets,” Williams was quoted as saying in a Burlington Times News report late on Sunday.During his speech, Williams discussed several topics, including the rising cost of the Apple products and inaccuracy of analyst cost estimates.“The stories that come out about the cost of our products (have been) the bane of my existence from the beginning of time, including our early days.“Analysts don’t really understand the cost of what we do and how much care we put into making our products,” he told students.Citing Apple Watch as an example, the tech giant COO said the company “built an entire physiology lab with 40 licensed nurses and enlisted the help of 10,000 participants to further study how calories are burned in various fitness exercises”.According to Apple CEO Tim Cook, there are several factors why iPhone sales are not picking up in the emerging markets.“The customers are holding on to their older iPhones a bit longer than in the past. When you pair this with the macroeconomic factors, particularly in emerging markets, it resulted in iPhone revenue that was down 15 per cent from last year,” Cook told analysts recently.Analysts say they expect some kind of price correction going forward as Apple has given indications that they will look at pricing outside the US closely now.",0
12,"Afghanistan smash world record as Hazratullah Zazai demolishes Ireland bowlersHazratullah Zazai smashed the ball to every corner of the ground, and even out of the stadium, as Afghanistan racked up a world record T20 score of 278-3 in a crushing demolition of Ireland on Saturday.The 20-year-old Zazai’s unbeaten 162 included 16 sixes and 11 fours, delighting Afghan fans in the Indian city of Dehradun.His haul of sixes was another record, as was his stand of 236 with fellow opener Usman Ghani and the 22 sixes scored in all by Afganistan’s players.Ireland captain Paul Stirling also hit a six off the first ball of his side’s innings as they chased a mammoth 13.95 runs an over to keep up.But they ended on 194-6 and Afghanistan won by 84 runs to wrap up the three match series with a game to spare.“It was a pretty disappointing night,” said Stirling. “We need to regroup now.”The night of cricket fireworks belonged to Afghanistan -- who overtook Australia’s 260-3 against Sri Lanka in 2016 -- and Zazai, who plundered his giant innings off just 62 balls.“I just wanted to play my natural game and today was my day,” he said. “The wicket was good for batting.”- Sixes galore -After managing just seven runs from their first two overs, Zazai and Ghani flailed the Irish bowlers, who from then barely managed an over without conceding a six.Zazai made his century off just 42 balls -- the second quickest in T20 internationals -- completed with the ninth six of his innings. Four of the sixes came off Kevin O’Brien in the 17th over which reaped 28 runs in all.One giant hit off Shane Gelkate went over the stands and out of the ground.Zazai’s stocks have risen dramatically despite missing a place in the Indian Premier League this season.In October, he became only the third batsman to hit six sixes in a T20 over for his Afghanistan Premier League side Kabul Zwanan.He equalled the record for the fastest T20 half century in 12 balls in the same match.Stirling hardly knew who to throw into the breach as a bowler.Boyd Rankin finally claimed a wicket for the Irish when Ghani -- who made 73 off 43 balls -- played a careless shot over long-on that Joshua Little caught diving as he ran in from the boundary.While Stirling and Kevin O’Brien were no slouches, they never kept up with the mountainous run rate, which had risen to 17 by the 10th over.Afghanistan’s star bowler Rashid Khan came on for the 11th over and was furious when captain Asghar Afghan spilled a relatively simple catch off his first ball to give O’Brien a chance with Ireland on 109.O’Brien was bowled in the next over by Fareed Ahmad for a 37 which included two sixes.Rashid bowled Andy Balbirnie in the following over for two and Stirling started to run out of reliable partners.Mujeeb Ur Rahman claimed Stirling -- who as a consolation made Ireland’s top T20 score of 91 off 50 balls -- when he was caught by replacement Najeeb Tarakai on the boundary.The final match of the series is on Sunday. The two play five one-day internationals from February 28 and a one-off Test in March.",0
13,"After Elphinstone station stampede, Tendulkar sanctions Rs 2 cr from MP fund for Mumbai FOB workCricket icon and Rajya Sabha member Sachin Tendulkar has sanctioned Rs 2 crore from his Members of Parliament Local Area Development Scheme (MPLADS) fund for revamp of rail foot overbridges in Mumbai here in the backdrop of the Elphinstone Road station stampede.On September 29, 23 people were killed in the rush-hour stampede on a narrow foot overbridge (FOBs) linking Elphinstone Road and Parel suburban stations during heavy rain.Tendulkar, in a letter to Railway Minister Piyush Goyal, said he is requesting the Mumbai suburban district collector to authorise Rs 2 crore for constructions.He said Rs 1 crore each be alloted to Western Railway and Central Railway from his MPLADS fund “towards immediate revamp and construction of FOBs in as many high density, single bridge stations on the Western, Central (Main) and Central (Harbour) lines” that the official may deem urgent.“The recent incident at the Elphinstone Road station on Western Railway where innocent lives were lost in a stampede was devastating and I am moved to offer immediate support for the improvement of services for our Mumbaikars,” he wrote.“For the millions of those affected, it is not a happy Diwali in any sense, we must do all we can as responsible citizens to ensure this never happens again on any network in India,” Tendulkar said in the letter dated October 16.In the letter, also sent to the Mumbai suburban district collector, Tendulkar said he has asked the Railway Ministry, Railway Board and zonal heads “to study the possibility of creating two separate independent zones for the suburban services, a request that has been made by several experts, passenger and civil society groups.”“I think there is a merit in this request as it will bring dedicated manpower, funds and focus on the suburban network which ferries millions every single day,” he wrote.Every year, MPs are allotted Rs 5 crore under the MPLAD (Member of Parliament Local Area Development) Scheme, primarily to take up development projects in their respective constituencies.The fund has been increased over time, starting from Rs 5 lakh in 1993-94 to Rs 5 crore at present.",1
14,"Agencies drill holes in each other's theoriesEven as the Union urban development ministry claimed on Monday that there were no construction flaws when the high-speed airport Metro line opened in February 2010, Reliance Infrastructure, the concessionaire, maintained there were serious faults, which went unnoticed, from day one.The joint inspection by Indian Railways, Delhi Metro and Reliance Infrastructure of the damaged portions of the 22.7-km high-speed corridor revealed that at least 91% of the bearings in the civil construction (493 of 540 examined in the past week) were found to be defective. However, at a joint press conference called by the UD ministry, Delhi Metro and Reliance Infrastructure on Monday, the differences between the agencies emerged.Sudhir Krishna, secretary, urban development ministry, said, “There were no defects in the civil construction when the service on the line started in February 2010.” Sumit Banerjee, CEO (infrastructure), Reliance Infrastructure, countered: “There were damages since day one but they went unnoticed. They came to light during our recent annual inspection.”Meanwhile, the urban development ministry has ordered a proper examination. “Since the magnitude of damage is quite high, it has been ordered to examine all 2,100 bearings,” Krishna said.The ministry and the Railway board have formed a two-member inquiry committee to identify the responsible person/s or agency and investigate in details. As repair of these defects is likely to take a long time, the August deadline for the re-opening of the high-speed line will be missed, officials said. This means the wait for reopening the line has become indefinite.",1
15,"Airspace, surplus land at 3 stations to be developedCommuters travelling by Central Railway (CR) will soon enjoy improved facilitates at Bhandup, Nahur and Mulund stations since authorities plan to upgrade these stations by commercially exploiting the air space and surrounding surplus land.“The Mumbai Railway Vikas Corporation (MRVC) will develop these stations on behalf of the Railway Land Development Authority (RLDA),” said Subodh Jain, member engineering and staff of the railway board.On Tuesday, MRVC and RLDA will sign a memorandum of understanding (MoU) for the makeover of these stations.While MRVC is working to implement the Mumbai Urban Transport Project in suburban areas, RLDA is a statutory authority under the ministry of railway and is currently working to commercially develop surplus railway land at Bandra, Thane and Lokmanya Tilak Terminus.Jain said developing the air space and commercial exploitation of surplus land would improve the circulating area and entry-exit points at these stations.Further, passenger amenities such as water fountains and toilets would also improve.He added that the funds thus received would be used for upgrading the suburban railway system and development of projects in the state, while the remaining would go to Indian Railways.",1
16,"Akash Ambani’s star-studded pre-wedding bash is set in a winter wonderland. See pics and videoSeveral celebrities including Ranbir Kapoor, Alia Bhatt, Aishwarya Rai and Abhishek Bachchan have flown to Switzerland to attend Akash Ambani and Shloka Mehta’s pre-wedding bash.It’s party time for the Bollywood celebrities again as Mukesh Ambani is hosting a three-day pre-wedding party for son Akash Ambani and fiancé Shloka Mehta in Switzerland this week. Several Bollywood actors including Aishwarya Rai and husband Abhishek Bachchan, Ranbir Kapoor and Alia Bhatt, Vidya Balan and Karan Johar are among 300 guests who flew to St Moritz to join the party. The celebs were earlier spotted at the airport as they left Mumbai to attend the party.A popular wedding website shared fresh pictures from St Moritz in Switzerland, giving an insight into the lavish gala. The celebration had a great start with a light show in the night sky. Pictures of the Ambani family were also shared online.A pre-wedding garba bash was hosted at the Ambani residence a few days ago. Singers Falguni Pathak and Tushar Trivedi had performed live at Antilia to kickstart the pre-wedding celebrations.The who’s who of the film industry is expected to attend Akash and Shloka’s wedding scheduled to take place in Mumbai on March 9. This will be preceded by some traditional pre-wedding ceremonies as per the Hindu customs.Earlier, several Bollywood stars such as Shah Rukh Khan, Aamir Khan, Salman Khan, Aishwarya-Abhishek had flown to Udaipur to attend Mukesh and Nita Ambani’s daughter Isha’s lavish sangeet. The event also had live performances by Shah Rukh and Gauri and Abhishek-Aishwarya on stage. Shah Rukh had also shaken a leg with former US secretary of State Hillary Clinton and John Kerry at the party. The highlight of the party was, however, American singer Beyonce who flew down to Udaipur for a dance performance at the party.",0
17,"Allies consulted, made to toe linePoll bound allies of the UPA are worried by Friday’s fuel price hike. The Trinamool Congress and the DMK, both of whom have to face assembly elections next year, had to do some shadow boxing so as not to be seen as openly supporting the increase.The opposition, including the Left and the BJP, predictably, went all out to attack the government, demanding a rollback and blaming it for further stoking inflation.Food inflation on Thursday rose marginally to 16.96 per cent from 16.12 per cent last week.For the Trinamool and the DMK, it was a delicate balancing act.Railway Minister Mamata Banerjee stayed away from the meeting of the Empowered Group of Ministers though the increase of diesel prices would directly impact her ministry. Railway ministry officials, however, said that although the the fuel hike would increase its expense on diesel by Rs 470 crore, passenger fares will remain untouched.Fertiliser and Chemical Minister M.K. Alagiri simply read out a note to say that the hike would push up prices of other items further. “Any further increase will hit the purchasing power of the lower middle income families,” he said.When he even proposed a rollback, Finance Minister Pranab Mukherjee snapped: “What rollback?” Alagiri fell silent.Banerjee said later, “I am unhappy and we do not support the hike.” But she clarified, “We do not want to quarrel as it won’t look nice. I will talk to the government to reconsider”.The government did consult allies on Thursday before taking the decision.Petroleum Minister Murli Deora spoke to DMK’s A. Raja and Mukherjee had an hour-long discussion with Banerjee. The Trinamool leader made it clear that she will not attend the EgoM as it could send a wrong signal to her electorate.At Friday’s meeting, Agriculture Minister and NCP chief Sharad Pawar said that if the government wanted a hike it must not dither on it. “If God is willing, prices will come down in future.”The Congress was on the defensive. “The government must have been constrained to take this step,” said spokesperson Jayanthi Natarajan.Privately many Congress workers expressed their unhappiness with the hike that is being seen as hurting the aam aadmi.The BJP demanded that the taxes should be rationalised to make fuel cheaper and dismissed the government’s defence that it was the NDA that had started to dismantle the administered pricing mechanism first.",1
18,"Amit Shah’s son to sue website, Kejriwal’s latest salvo over metro fare hike: Top storiesWill pay 50% of funds needed to run Delhi Metro if Centre pays other half: CM KejriwalDelhi chief minister Arvind Kejriwal on Sunday offered to take over Delhi Metro and promised to make the capital’s most popular mode of mass transport more efficient, his latest salvo in a face-off with the Centre over a proposed fare hike. In a letter to Union housing and urban affairs minister Hardeep Singh Puri, Kejriwal also said his government was willing to provide half of the funds required by the Delhi Metro Rail Corporation (DMRC) to meet the gap in operating finances but only if a matching grant is provided by the Centre. The chief minister’s offer came a day after Puri said the Delhi government will have to pay Rs 3,000 crore annually for five years to put off the metro fare hike, set to be implemented from Tuesday. Read the story here.Arunachal chopper crash: Soldiers’ bodies sent in cardboard boxes, Army calls it an aberrationTwo days after seven military personnel were killed in a helicopter crash in Tawang, purported images of their bodies being transferred in cardboard boxes surfaced on Sunday, triggering an outrage. This prompted the Army to come out with a tweet saying the wrapping of the bodies with local resources was an “aberration” and that the fallen soldiers are always given full military honour. “Seven young men stepped out into the sunshine yesterday to serve their motherland, India. This is how they came home,” tweeted former Northern Army commander Lt Gen (Retd) HS Panag, along with the images of the bodies. Read the story here.Amit Shah’s son Jay to sue news website for Rs 100 crore for defamationBharatiya Janata Party president Amit Shah’s son Jay Shah will file a Rs 100 crore defamation suit against a website, the party said on Sunday after a news report said a company owned by the latter had seen a sharp spike in revenues since May 2014. The report, published in thewire.in, said Shah’s company Temple Enterprises Pvt Limited was “engaged in negligible activity” in the financial years ending March 2013 and 2014 but “jumped to a turnover of Rs 80.5 crore in 2015-16”. The company had taken an unsecured loan during the year for Rs 15.78 crore, the news report said, adding that it finally wound up in October 2016 after posting a loss. Jay Shah issued a statement saying the article “makes false, derogatory and defamatory imputation against me by creating in the minds of right thinking people an impression that my business owes its ‘success’ to my father Sri Amit Bhai Shah’s political position.” Read the story here.Send your child to school or be locked up in jail with no food, water: UP ministerUttar Pradesh minister Om Prakash Rajbhar has warned that parents who fail to send their wards to schools will be locked up in police stations without food and water. In a video that has gone viral on social media, the ‘Divyangjan’ empowerment minister is reportedly seen addressing a party gathering and speaking vociferously against those who failed to send their kids to schools. “I am going to enact a law of my choice. If wards of poor do not got to school, their parents will be forced to sit in police stations for five days. They will neither be given food nor water,” Rajbhar said. Read the story here.Railways crack down on VIP?culture: No gifts, no cosy travel benefits, and moreThe railway ministry has asked its senior staff to slug it out – at home and at work – as part of steps to end the VIP culture in India’s national transporter. In an unprecedented move, the ministry has brought to an end a 36-year-old protocol where it was mandatory for general managers to present themselves on arrival and departure of the Railway Board chairman and other board members during zonal visits. As part of a massive overhaul of the culture of privilege prevalent in the ministry, the Railway Board has decided to do away with the instructions of a 1981 circular that mandated such protocol. Read the story here.China to India: Face the facts and abide by historic treaty to maintain peace in border areasChina on Sunday referred to the 1890 UK-China treaty which it claims demarcated the Sikkim sector of the Sino-Indian border as it urged New Delhi to abide by its provisions, a day after defence minister Nirmala Sitharaman made her maiden visit to the Nathu La post. Reacting to Sitharaman’s visit to the area, the Chinese foreign ministry on Sunday said “the Sikkim section of the China- India border has been demarcated by the historical boundary”. “It is the best testimony to this fact. We urge the Indian side to face the facts, abide by the provisions of the historic boundary treaty and the relevant agreement of the parties, and work together with the Chinese side to maintain peace and tranquillity in the border areas,” it said in a written response to a query from PTI on Sitharaman’s visit. Read the story here.India makes fresh pitch to fast track regional road connectivity plan with Nepal, BangladeshWorried that the ambitious sub regional road connectivity plan pushed by PM Narendra Modi might not take off with Bhutan backing out last year and more recently Bangladesh also expressing its reluctance, India has made a fresh pitch to fast track the BBIN (Bangladesh Bhutan India Nepal) motor vehicle agreement. Union road transport and highways minister Nitin Gadkari has written to his counterpart in Ministry of External Affairs last month to take “necessary diplomatic interventions” to secure the commitment of Bangladesh at the top political level to implement the important agreement for regional connectivity in a “phased manner.” Read the story here.Turkish prosecutor seeks 15 year in jail for local head of Amnesty InternationalA Turkish prosecutor has called for jail sentences of up to 15 years on terrorism charges for a group of rights activists including the local head of Amnesty International, Dogan news agency said on Sunday. The detention in July of the activists, who also include a German and Swedish national, deepened tensions between Ankara and European Union leaders who fear that Turkey is sliding towards greater authoritarianism under President Tayyip Erdogan. They were held after attending a workshop on digital security on an island off Istanbul. Eight of them have been held since then, accused of being members of and aiding an “armed terrorist organization”. Read the story here.Theresa May stays in charge as challenge to premiership collapsesA nagging cough and a failing voice added to British Prime Minister Theresa May’s political woes this week, but the weekend saw her staying on in 10, Downing Street, as a new challenge to her leadership collapsed and her ambitious foreign secretary Boris Johnson fell in line. May and leading lights in the Conservative Party took to the print media on Sunday to warn of unrest paving the way for Labour leader Jeremy Corbyn into Downing Street. May appeared to have survived another threat to her leadership after a bid to oust her by former party chairman Grant Shapps collapsed when it did not find much support among party MPs. Read the story here.We want to emulate win record of Australian cricket team of old: Shikhar DhawanIndian cricket team’s winning juggernaut has rolled on into the T20I series against Australia as well. After the win in Ranchi in the first T20 of the three-match series, Virat Kohli-led side can very well hope for another series triumph against the team from Down Under. The dominance of the Virat Kohli-led side in the past few months has shown its potential to be one of the greatest Indian sides ever. It very well reminds of the MS Dhoni-led Indian team that dominated world cricket a little while back. Even reaching the heights of Steve Smith or Ricky Ponting-led Australian cricket teams is no longer a distant dream, it seems. “In the current era there are many teams who are almost at par. So, it would be great if we achieve the same results now, what Australia did in old days,” Dhawan, who remained unbeaten on 15 in India’s nine-wicket win in the first T20I, said. Read the story here",1
19,"Baraat hit by speeding truck in Rajasthan, 13 dead, 18 injuredThe accident happened near Ramdev temple on State Highway-113 Monday night when the truck, going to Banswara from Nimbahera, rammed into the marriage party moving on the roadside, Choti Sadri DSP Vijaypal Singh Sandhu said.Chief Minister Ashok Gehlot said he was deeply saddened to hear about the accident.(AFP/ Representative Image)A speeding truck ran into a baraat (marriage procession) in Rajasthan’s Pratapgarh district fatally hitting 13 people, four of them children, while leaving 18 others injured, police said Tuesday.The accident happened near Ramdev temple on State Highway-113 Monday night when the truck, going to Banswara from Nimbahera, rammed into the marriage party moving on the roadside, Choti Sadri DSP Vijaypal Singh Sandhu said.Chief Minister Ashok Gehlot said he was deeply saddened to hear about the accident. “My heartfelt condolences to the grieved families. I pray for speedy recovery of injured people (sic),” he tweeted.He said the injured were rushed to a government hospital in Choti Sadri and later on 15 of them, who were critically hurt, were referred to a facilities in Udaipur. Nine of the deceased have been identified as: Daulatram (60), Bharat (30), Shubham (5), Chotu (5), Dilip (11), Arjun (15), Ishu (19), Ramesh (30) and Karan (28), police said. The DSP said the truck driver apparently could not see the procession.He said the bodies are kept in a mortuary for postmortem and an investigation is underway.",0
20,"Bengal's decision on CBI probe in Sainthia train crash soonThe West Bengal government will inform the central government within a week about its opinion on a Central Bureau of Investigation (CBI) probe into last month's train accident in Birbhum district which left 63 dead, an official said on Saturday.State Home Secretary Samar Ghosh said: ""A detailed report has been sought from the state police's Criminal Investigation Department (CID), which is probing the accident, and after going through the status report we will inform the centre about our opinion.""He said the CID report is expected in two to three days.Ghosh's statement came a day after the Union Home Ministry on Friday sent a letter to the state government seeking its opinion about ordering a CBI probe into the accident at Sainthia railway station.The Sealdah-bound Uttar Banga Express rammed into the stationary Vananchal Express at Sainthia station in West Bengal's Birbhum district July 19.According to the letter from the ministry, Railway Minister Mamata Banerjee has sought a CBI probe into the accident, prompting the central government to seek opinion of the state government on the issue, another senior state government official said.The state has already initiated a CID probe into the incident following a complaint lodged by passengers with the Government Railway Police (GRP) at Sainthia station.",1
